objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
9525440	0	object/static/structure/naboo/gate_narrow_s02.iff	0	-7322.492	10.80248	-4156.434	0.5353088	0	0.8363251	-0.01070759	theme_park.dungeon.generic_spawner	spawn_table|4|datatables/spawning/poi_spawner/naboo/naboo_commoner.iff|$|
9525447	0	object/static/structure/naboo/nboo_imprv_pillar_pillar_s07.iff	0	-7324.039	10.8969	-4160.994	0	0	0.8499005	0		$|
9525464	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	-7334.522	10.1018	-4150.865	0	0	0.9624252	0		$|
9525465	0	object/static/structure/naboo/gungan_pillar_ruined_s01.iff	0	-7317.644	11.2626	-4147.944	0	0	1	0		$|
9525474	0	object/static/structure/naboo/gungan_damaged_wide_arch_s01.iff	0	-7327.217	10.56773	-4146.794	0.1528916	0	0.9474041	0.0447935		$|
9525476	0	object/static/structure/general/streetlamp_small_style_01.iff	0	-7328.476	9.541379	-4156.404	0	0	1	0		$|
9525552	0	object/building/endor/endor_catwalk.iff	0	-6316.117	4.692555	-5081.263	-0.1444924	0	0.9895059	0		$|
9525553	0	object/static/structure/dantooine/dant_fence_4m.iff	0	-6315.547	2.960751	-5081.56	-0.1197122	0	0.9928086	0		$|
9525554	0	object/static/structure/dantooine/dant_fish_rack.iff	0	-6316.311	4.716854	-5078.084	0.3475904	0	0.9376464	0		$|
9525555	0	object/static/structure/dantooine/dant_fire_pit.iff	0	-6309.183	5.579149	-5084.17	0	0	1	0		$|
9525556	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	-6310.891	5.697696	-5088.381	0	0	0.8915682	0		$|
9525557	0	object/static/structure/tatooine/palette_tatooine_style_01.iff	0	-6309.523	5.482664	-5088.383	0	0	0.8982611	0		$|
9525558	0	object/tangible/furniture/all/frn_all_rug_rectangle_large_style_01.iff	0	-6310.276	4.825031	-5089.352	0	0	1	0		$|
9525562	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	-6308.989	4.649795	-5084.207	0	0	1	0		$|
