objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
5285971	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	-1477	278	-1743	-0.7071065	0	0.707107	0		$|
5285972	0	object/static/structure/corellia/corl_imprv_wall_4x16_s03.iff	0	-1477	278	-1716	-0.7071065	0	0.707107	0		$|
5285973	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	-1477	278	-1751	0	0	1	0		$|
5285974	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	-1477	278	-1708	0	0	1	0		$|
5285975	0	object/static/structure/corellia/corl_imprv_wall_4x32_s03.iff	0	-1493	278	-1751	0	0	1	0		$|
5285976	0	object/static/structure/corellia/corl_imprv_wall_4x32_s03.iff	0	-1493	278	-1708	0	0	1	0		$|
5285977	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	-1509	278	-1708	0	0	1	0		$|
5285978	0	object/static/structure/corellia/corl_imprv_column_s03.iff	0	-1509	278	-1751	0	0	1	0		$|
5285979	0	object/static/structure/corellia/corl_power_arial_prime.iff	0	-1480.566	282.5152	-1730.244	0	0	1	0		$|
5285980	0	object/static/structure/corellia/corl_power_arial_thin.iff	0	-1480.838	282.4378	-1731.489	0	0	1	0		$|
5285982	0	object/static/structure/corellia/corl_power_bubble_node.iff	0	-1479.75	278	-1716.472	0	0	1	0		$|
5285983	0	object/static/structure/corellia/corl_power_transformer_s01.iff	0	-1479.778	278	-1720.848	-0.707106	0	0.7071075	0		$|
5285986	0	object/static/structure/general/trash_pile_s01.iff	0	-1485.416	278	-1710.485	0	0	1	0		$|
5285987	0	object/static/structure/general/prp_junk_s1.iff	0	-1478.764	278.1174	-1709.599	0.9022675	0	-0.4311766	0		$|
5285988	0	object/static/structure/general/prp_junk_s2.iff	0	-1485.909	278	-1719.253	-0.1395431	0	0.990216	0		$|
5285989	0	object/static/structure/general/prp_junk_s3.iff	0	-1494.265	278	-1712.095	0	0	1	0		$|
5285990	0	object/static/structure/general/prp_junk_s4.iff	0	-1486.541	277.8317	-1717.149	0	0	0.8938217	0		$|
5285991	0	object/static/structure/general/prp_junk_s5.iff	0	-1480.897	278	-1739.163	0	0	1	0		$|
