objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
134370	0	object/static/structure/general/skeleton_human_headandbody.iff	0	-1632.539	0	-5586.228	0	0	1	0		$|
134371	0	object/static/structure/general/skeleton_human_headandbody.iff	0	-1639.198	0	-5578.429	-0.6248974	0	0.7807069	0		$|
1514805	0	object/building/tatooine/poi_tosche_station.iff	0	-164.7379	65	-5298.407	0.7173561	0	0.6967067	0		$|
1514806	1514805	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
1514807	1514805	object/cell/cell.iff	2	0	0	0	0	2.802597E-45	1	0		$|
4889778	1514807	object/tangible/collection/rare_pistol_blackfalcon.iff	0	-0.05454887	1.170768	-9.871638	0.7016117	0	0.2409437	0.6342306		$|
1514808	1514805	object/cell/cell.iff	3	0	0	0	0	4.203895E-45	1	0		$|
1514809	1514805	object/cell/cell.iff	4	0	0	0	0	5.605194E-45	1	0		$|
1514810	1514805	object/cell/cell.iff	5	0	0	0	0	7.006492E-45	1	0		$|
1514811	1514805	object/cell/cell.iff	6	0	0	0	0	8.407791E-45	1	0		$|
1514812	1514805	object/cell/cell.iff	7	0	0	0	0	9.809089E-45	1	0		$|
1514813	1514805	object/cell/cell.iff	8	0	0	0	0	1.121039E-44	1	0		$|
1514814	1514805	object/cell/cell.iff	9	0	0	0	0	1.261169E-44	1	0		$|
1514815	1514805	object/cell/cell.iff	10	0	0	0	0	1.401298E-44	1	0		$|
1514816	1514805	object/cell/cell.iff	11	0	0	0	0	1.541428E-44	1	0		$|
1514817	1514805	object/cell/cell.iff	12	0	0	0	0	1.681558E-44	1	0		$|
1514841	0	object/static/vehicle/static_speeder_bike.iff	0	-154.0141	65	-5314.138	0.6672428	0	0.7090933	-0.1660296		$|
1514848	0	object/tangible/component/vehicle/mass_driver.iff	0	-154.2803	65.16244	-5315.63	0	0	0.9829363	-0.1839465		$|
1514849	0	object/static/vehicle/e3/landspeeder.iff	0	-168.9356	65.306	-5315.422	-0.3475904	0	0.9376464	0		$|
1514850	0	object/static/structure/tatooine/pillar_pristine_small_style_01.iff	0	-168.6983	63.88131	-5316.4	0.8843034	0	-0.4669128	0		$|
1514851	0	object/static/structure/tatooine/pillar_pristine_small_style_01.iff	0	-169.5379	63.40868	-5313.645	-0.3522743	0	0.9358968	0		$|
1514852	0	object/tangible/furniture/all/frn_all_toolchest_med_s01.iff	0	-168.0789	65	-5311.95	0.9555715	0	0.2947593	0		$|
1514856	0	object/static/structure/general/trash_pile_s01.iff	0	-168.8273	65	-5313.262	0	0	1	0		$|
1514857	0	object/static/structure/general/debris_deathstar_small_chunk.iff	0	-166.2943	65.31599	-5317.449	0	0	1	0		$|
1514858	0	object/static/structure/general/debris_deathstar_large_tube.iff	0	-165.3522	65.56923	-5316.99	0.6300397	0	0.7556443	0.1375046		$|
1514910	0	object/static/creature/droids_r2.iff	0	-167.0245	65	-5314.542	0.914795	0	-0.4039185	0		$|
1514913	0	object/static/particle/pt_poi_droid_weld_sparks.iff	0	-166.9978	65.85384	-5314.672	-0.3475274	0	-0.6294489	0.5863925		$|
1514914	0	object/static/creature/droids_21b_medical.iff	0	-154.1931	65	-5313.355	0.9661849	0	0.2578501	0		$|
3355398	0	object/static/structure/tatooine/shed_junkshop_watto.iff	0	-151.3009	65	-5330	0	0	1	0		$|
3355400	0	object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	0	-139.3427	65	-5328.659	0.7071055	0	0.707108	0		$|
3355403	0	object/static/structure/general/tankfarm_s01.iff	0	-171.1434	65	-5284.89	0.9998156	0	-0.01920278	0		$|
3355404	0	object/static/structure/general/tankfarm_s01.iff	0	-162.0414	65	-5285.427	0.999415	0	-0.03419666	0		$|
3355405	0	object/static/structure/tatooine/wall_junkshop_watto.iff	0	-152.4528	63.56156	-5306.279	0.7144203	0	0.6997168	0		$|
3355406	0	object/static/structure/tatooine/pillar_ruined_small_style_01.iff	0	-153.1174	65	-5317.176	0.9992001	0	0.03998933	0		$|
3355407	0	object/static/structure/tatooine/pillar_pristine_small_style_01.iff	0	-152.7861	64.05128	-5296.381	0.9993876	0	-0.03499281	0		$|
3355408	0	object/static/structure/tatooine/shed_junkshop_watto.iff	0	-151.3692	65	-5341.07	0	0	1	0		$|
3355409	0	object/static/structure/tatooine/shed_junkshop_watto.iff	0	-140.0683	65	-5341.07	0	0	1	0		$|
3355410	0	object/static/structure/tatooine/shed_junkshop_watto.iff	0	-99.06754	65	-5279.769	0	0	1	0		$|
3355411	0	object/static/structure/tatooine/shed_junkshop_watto.iff	0	-86.83401	65	-5279.773	0	0	1	0		$|
3355412	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-205	65	-5325	0	0	1	0		$|
3355413	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-220	65	-5310	0	0	1	0		$|
3355414	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-235	65	-5295	0	0	1	0		$|
3355415	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-190	65	-5340	0	0	1	0		$|
3355416	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-220	64.77243	-5280	0	0	1	0		$|
3355418	0	object/tangible/terminal/terminal_mission.iff	0	-136.5334	65	-5326.4	0.4168709	0	0.9089657	0		$|
3355420	0	object/static/structure/tatooine/antenna_tatt_style_1.iff	0	-167.1007	78.92037	-5297.043	0	0	1	0		$|
