objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
1304899	0	object/static/structure/general/skeleton_human_head.iff	0	7507.177	7.738882	4496.182	0.9788347	0	-0.002934059	-0.0003454874		$|
1304900	0	object/static/structure/tatooine/skeleton_krayt_foot.iff	0	7499.215	8.364277	4511.995	-0.2690424	0	0.9605936	-0.05333978		$|
1304901	0	object/static/structure/tatooine/skeleton_krayt_foot.iff	0	7496.35	7.689517	4494.329	-0.0158803	0	-0.002919495	-0.5986406		$|
1304902	0	object/static/structure/tatooine/skeleton_krayt_foot.iff	0	7509.091	8.584846	4484.197	0.9904224	0	-0.1313976	-0.02161753		$|
1304903	0	object/static/structure/tatooine/skeleton_krayt_arm_style_01.iff	0	7507.164	8.134268	4489.181	0.02567289	0	0.9988605	0.03752038		$|
1304904	0	object/static/structure/tatooine/skeleton_krayt_arm_style_02.iff	0	7498.598	7.666873	4493.755	0.7362767	0	-0.6759567	-0.02577939		$|
1304905	0	object/static/structure/tatooine/skeleton_krayt_leg_style_01.iff	0	7513.068	7.895882	4500.96	0.9069786	0	-0.4203475	-0.02161895		$|
1304906	0	object/static/structure/tatooine/skeleton_krayt_leg_style_02.iff	0	7504.624	7.987351	4507.052	0.932265	0	0.3580686	-0.02946415		$|
1304907	0	object/static/structure/tatooine/skeleton_krayt_tail.iff	0	7512.578	8.243256	4507.543	0.980171	0	-0.1887425	-0.0002812037		$|
1304908	0	object/static/structure/tatooine/skeleton_krayt_ribcage.iff	0	7506.526	7.697572	4497.072	0.9961464	0	-0.0863069	-0.01313788		$|
1304909	0	object/static/structure/tatooine/skeleton_krayt_head_style_01.iff	0	7503.527	7.967417	4488.036	0.7791079	0	-0.3505549	-0.3376808		$|
1304981	0	object/static/structure/tatooine/skeleton_krayt_foot.iff	0	7399.91	2.109661	4493.587	0.7982471	0	-0.6021751	-0.008956994		$|
1304983	0	object/static/structure/tatooine/skeleton_krayt_ribcage.iff	0	7411.761	7.024514	4484.5	0.9991557	0	-0.03800419	-0.01271542		$|
1304984	0	object/static/structure/tatooine/skeleton_krayt_tail.iff	0	7409.548	1.628465	4495.519	0.9964465	0	-0.06392381	-0.01907079		$|
1304985	0	object/static/structure/tatooine/skeleton_krayt_leg_style_02.iff	0	7402.895	2.048378	4493.103	-0.4978911	0	0.8668192	0.002827638		$|
1304986	0	object/static/structure/tatooine/skeleton_krayt_leg_style_01.iff	0	7417.38	0.9809494	4497.098	0.2736335	0	0.9575387	0.08320031		$|
1304987	0	object/static/structure/tatooine/skeleton_krayt_arm_style_02.iff	0	7406.765	7.919805	4482.877	0.5535593	0	0.8281674	0.07625546		$|
1304988	0	object/static/structure/tatooine/skeleton_krayt_arm_style_01.iff	0	7416.559	7.072538	4480.534	0.9713151	0	0.1171269	0.1309522		$|
