objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
9705702	0	object/static/structure/dathomir/nsister_tent_house_style_01.iff	0	4186.073	8.975753	-1637.685	-0.6326731	0	0.774419	0		$|
9705703	0	object/static/structure/general/skeleton_bith_head.iff	0	4186.711	10.5422	-1637.458	0.6961348	0	0.717911	0		$|
9705704	0	object/static/structure/general/skeleton_bith_head.iff	0	4186.08	10.53894	-1636.816	0	0	1	0		$|
9705705	0	object/static/structure/general/skeleton_bith_head.iff	0	4185.38	10.47048	-1637.483	-0.6779721	0	0.7350877	0		$|
9705706	0	object/static/structure/general/skeleton_bith_head.iff	0	4186.042	10.52083	-1638.282	0.9967377	0	-0.0807085	0		$|
9705707	0	object/building/endor/endr_lake_rail4m.iff	0	4192.32	8.614533	-1641.888	0.09095405	0	0.9670587	0.2361672		$|
9705708	0	object/building/endor/endr_lake_rail8m.iff	0	4194.963	8.973149	-1637.846	0.4383857	0	-0.5460345	0.5538189		$|
9705709	0	object/static/structure/general/skeleton_human_body.iff	0	4175.899	9.220147	-1639.809	0.7272799	0	0.6854483	0.02400049		$|
9705710	0	object/static/structure/general/skeleton_human_body.iff	0	4177.521	9.179118	-1644.569	-0.6691712	0	0.7402641	0.04355748		$|
9705711	0	object/static/structure/general/skeleton_human_body.iff	0	4173.658	9.240204	-1635.819	0.4181184	0	0.9030645	-0.001235945		$|
9705712	0	object/static/structure/general/skeleton_human_body.iff	0	4178.289	9.265569	-1635.098	0.8889282	0	-0.4580465	0		$|
