objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
978388	0	object/static/particle/pt_flocking_glowzees.iff	0	-828.4002	95.32767	-5041.91	0	0	1	0		$|
978389	0	object/static/particle/pt_flocking_glowzees.iff	0	-828.6466	113.3503	-5042.502	0	0	1	0		$|
978390	0	object/static/particle/pt_flocking_glowzees.iff	0	-829.4475	106.0405	-5040.653	0	0	1	0		$|
9725483	0	object/static/structure/dathomir/mtn_clan_crows_nest_s01.iff	0	-829.2587	96.25597	-5042.594	0	0	1	0	theme_park.dungeon.generic_spawner	spawn_table|4|datatables/spawning/poi_spawner/dathomir/dath_sing_mtn_plains_spawn.iff|$|
9725486	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	-835.3979	108.2642	-5042.237	0	0	1	0		$|
9725487	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	-829.5914	108.4788	-5049.937	0	0	1	0		$|
9725488	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	-822.6691	108.2047	-5043.643	0	0	1	0		$|
9725489	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	-829.0051	108.028	-5035.868	0	0	1	0		$|
9725508	0	object/static/structure/general/skeleton_human_headandbody.iff	0	-828.1924	94.84516	-5013.981	0.7345478	0	0.6785569	0		$|
9725510	0	object/static/structure/general/skeleton_human_headandbody.iff	0	-833.0972	95.09281	-5018.708	0	0	0.01579573	0		$|
9725512	0	object/static/structure/general/skeleton_human_head.iff	0	-822.4978	94.58728	-5028.67	0	0	1	0		$|
9725513	0	object/static/structure/general/skeleton_human_body.iff	0	-822.7935	94.58284	-5024.705	0	0	1	0		$|
