objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
2735813	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	-4912.921	4.859018	-4509.11	0	0	1	0		$|
2735814	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	-4916.417	5.019205	-4508.999	0	0	1	0		$|
2735815	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	-4919.595	5.17634	-4508.966	0	0	1	0		$|
4045483	0	object/static/structure/general/streetlamp_medium_red_style_01.iff	0	-4787.833	20.62674	-4749.813	0.707107	0	-0.7071069	0		$|
4045484	0	object/static/structure/general/streetlamp_medium_red_style_01.iff	0	-4787.97	20.67707	-4737.975	0.707107	0	-0.7071069	0		$|
4045485	0	object/static/item/item_jar_spice_red.iff	0	-4808.646	20.55643	-4751.019	0	0	0.7179096	0		$|
4045489	0	object/static/structure/corellia/corl_power_transformer_s01.iff	0	-4801	16.7108	-4742	-0.004999978	0	0.9999875	0		$|
4045490	0	object/static/structure/corellia/corl_power_transformer_s01.iff	0	-4795.512	16.89232	-4741.975	-0.004999997	0	0.9999875	0		$|
4045491	0	object/static/vehicle/e3/landspeeder.iff	0	-4782.688	16.73714	-4745.173	0.5296765	0	0.8254513	-0.09135799		$|
4045494	0	object/static/particle/pt_smoke_small.iff	0	-4780.923	18.66369	-4744.229	0	0	1	0		$|
4045495	0	object/static/structure/general/skeleton_human_headandbody.iff	0	-4781.57	16.78137	-4754.117	0.8104969	0	0.5857429	0		$|
4045496	0	object/static/structure/general/skeleton_bith_headandbody.iff	0	-4796.215	16.78178	-4750.243	-0.02267724	0	-0.02559643	-0.6627476		$|
4045499	0	object/static/structure/general/skeleton_human_body.iff	0	-4802.604	16.45317	-4758.307	0	0	1	0		$|
4795356	0	object/building/general/talus_kahmurra_bunker.iff	0	-4820.807	16.34561	-4751.104	0.7035615	0	0.7106344	0	theme_park.dungeon.generic_spawner	spawn_table|4|datatables/spawning/poi_spawner/talus/poi_kahmurra_bunker.iff|$|
4795357	4795356	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
4795358	4795356	object/cell/cell.iff	2	0	0	0	0	2.802597E-45	1	0		$|
4795359	4795356	object/cell/cell.iff	3	0	0	0	0	4.203895E-45	1	0		$|
6075904	4795359	object/tangible/container/loot/placable_loot_crate.iff	0	2.94597	0.5346049	-5.908711	0.7104628	0	-0.002362241	-0.001235864		$|
4795360	4795356	object/cell/cell.iff	4	0	0	0	0	5.605194E-45	1	0		$|
4795361	4795356	object/cell/cell.iff	5	0	0	0	0	7.006492E-45	1	0		$|
6075905	4795361	object/tangible/container/loot/placable_loot_crate.iff	0	-7.489001	-6.75	-0.615375	0.1986693	0	0.9800666	0		$|
4795362	4795356	object/cell/cell.iff	6	0	0	0	0	8.407791E-45	1	0		$|
6075906	4795362	object/tangible/container/loot/placable_loot_crate.iff	0	5.145379	-6.766777	-15.43856	0.1741081	0	0.9847265	0		$|
4795363	4795356	object/cell/cell.iff	7	0	0	0	0	9.809089E-45	1	0		$|
6075907	4795363	object/tangible/container/loot/placable_loot_crate.iff	0	8.658784	-6.745931	-9.423728	0	0	1	0		$|
4795364	4795356	object/cell/cell.iff	8	0	0	0	0	1.121039E-44	1	0		$|
4795365	4795356	object/cell/cell.iff	9	0	0	0	0	1.261169E-44	1	0		$|
3795387	4795365	object/tangible/dungeon/corellian_corvette/corvette_search_neutral_rescue_01.iff	0	-8.175104	-13.75	-0.2532407	0.9449296	0	0.3272736	0		$|
6075908	4795365	object/tangible/container/loot/placable_loot_crate.iff	0	3.361583	-13.75	-0.268087	-0.3755592	0	0.9267984	0		$|
6075909	4795365	object/tangible/container/loot/placable_loot_crate.iff	0	-8.90729	-13.3389	-8.659163	0.4246677	0	0.4426078	0.5598314		$|
4795377	0	object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0	-4811.211	16.74659	-4761.261	0.3826835	0	0.9238795	0		$|
4795378	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	-4805	16.44761	-4767	0	0	1	0		$|
4795379	0	object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0	-4796	16.11469	-4767	0	0	1	0		$|
4795380	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	-4788	16.16938	-4767	0	0	1	0		$|
4795381	0	object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0	-4788	16.24797	-4758	-0.7071063	0	0.7071072	0		$|
4795382	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	-4787.869	16.32681	-4749.804	0	0	1	0		$|
4795383	0	object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0	-4795	16.57535	-4738	0	0	1	0		$|
4795384	0	object/static/structure/military/military_wall_med_imperial_16_style_01.iff	0	-4810	16.54248	-4744	-0.3826835	0	0.9238795	0		$|
4795385	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	-4804	16.27841	-4738	0	0	1	0		$|
4795386	0	object/static/structure/military/military_column_strong_imperial_style_01.iff	0	-4788	16.60326	-4738	0	0	1	0		$|
4795389	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-4797.811	16.50824	-4760.224	0	0	1	0		$|
4795390	0	object/static/installation/mockup_power_generator_solar_style_1.iff	0	-4803.56	16.43564	-4760.226	0	0	1	0		$|
5625536	0	object/building/general/talus_giant_decay_mite_cave.iff	0	-5553.01	36.56081	-4751.733	0.2522454	0	0.9676633	0	theme_park.dungeon.generic_spawner	spawn_table|4|datatables/spawning/poi_spawner/talus/poi_dmite_bunker.iff|$|
5625537	5625536	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
5625538	5625536	object/cell/cell.iff	2	0	0	0	0	2.802597E-45	1	0		$|
5625539	5625536	object/cell/cell.iff	3	0	0	0	0	4.203895E-45	1	0		$|
5625569	5625539	object/tangible/container/loot/placable_loot_crate_skeleton_human.iff	0	1.767544	-32.73391	-71.6236	0.375559	0	0.9267985	0		$|
5625540	5625536	object/cell/cell.iff	4	0	0	0	0	5.605194E-45	1	0		$|
5625575	5625540	object/tangible/container/loot/placable_loot_crate_skeleton_human.iff	0	47.94403	-37.97105	-101.0258	0.557147	0	0.8269246	0.01440606		$|
5625541	5625536	object/cell/cell.iff	5	0	0	0	0	7.006492E-45	1	0		$|
5625579	5625541	object/tangible/container/loot/placable_loot_crate_skeleton_human.iff	0	-8.006907	-37.20199	-144.3636	0.9921925	0	0.04885883	0.005643667		$|
5625542	5625536	object/cell/cell.iff	6	0	0	0	0	8.407791E-45	1	0		$|
5625543	5625536	object/cell/cell.iff	7	0	0	0	0	9.809089E-45	1	0		$|
5625591	5625543	object/tangible/container/loot/placable_loot_crate_skeleton_human.iff	0	-12.09388	-55.10091	-261.5784	0	0	0.9769764	0.2133474		$|
5625544	5625536	object/cell/cell.iff	8	0	0	0	0	1.121039E-44	1	0		$|
5625545	5625536	object/cell/cell.iff	9	0	0	0	0	1.261169E-44	1	0		$|
