objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
1143364	0	object/static/item/item_tool_sensor_beacon.iff	0	1348.783	86.93044	949.5054	0	0	1	0		$|
1143365	0	object/static/item/item_tool_sensor_beacon.iff	0	1357.465	87.17825	912.9995	0.8866269	0	0.4624852	0		$|
1143366	0	object/static/item/item_tool_sensor_beacon.iff	0	1342.381	87.2823	913.855	0.840086	0	-0.5393319	0.05098262		$|
1143368	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	1368.713	87.28566	945.3169	-0.1665545	0	0.9833077	-0.03686389		$|
1143369	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	1370.713	83.43114	956.2573	-0.1826615	0	0.9708105	0.06662577		$|
1143370	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	1334.967	86.42574	907.0039	0.588885	0	0.7812477	-0.1780076		$|
6055627	0	object/static/item/item_tool_sensor_beacon.iff	0	1356.647	87	944.1147	0	0	1	0		$|
6055628	0	object/building/general/rori_cobral_bunker.iff	0	1350.04	87	919.8628	0	0	1	0		$|
6055629	6055628	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
6055630	6055628	object/cell/cell.iff	2	0	0	0	0	2.802597E-45	1	0		$|
6055631	6055628	object/cell/cell.iff	3	0	0	0	0	4.203895E-45	1	0		$|
6475949	6055631	object/tangible/container/loot/placable_loot_crate.iff	0	2.511361	0.25	2042.361	0	0	1	0		$|
6055632	6055628	object/cell/cell.iff	4	0	0	0	0	5.605194E-45	1	0		$|
6055633	6055628	object/cell/cell.iff	5	0	0	0	0	7.006492E-45	1	0		$|
6055634	6055628	object/cell/cell.iff	6	0	0	0	0	8.407791E-45	1	0		$|
6055635	6055628	object/cell/cell.iff	7	0	0	0	0	9.809089E-45	1	0		$|
4395565	6055635	object/tangible/dungeon/corellian_corvette/corvette_search_neutral_rescue_02.iff	0	5.991582	2034.25	10.11628	1	0	-3.200127E-08	0		$|
6475950	6055635	object/tangible/container/loot/placable_loot_crate.iff	0	7.791962	2034.598	8.699942	0	0	1	0		$|
6055636	6055628	object/cell/cell.iff	8	0	0	0	0	1.121039E-44	1	0		$|
6055637	6055628	object/cell/cell.iff	9	0	0	0	0	1.261169E-44	1	0		$|
6475951	6055637	object/tangible/container/loot/placable_loot_crate.iff	0	6.51243	2027.267	3.599935	0	0	1	0		$|
6055638	6055628	object/cell/cell.iff	10	0	0	0	0	1.401298E-44	1	0		$|
6475952	6055638	object/tangible/container/loot/placable_loot_crate.iff	0	2044.444	2028.104	35.64292	-0.07991472	0	0.9968017	0		$|
6475953	6055638	object/tangible/container/loot/placable_loot_crate.iff	0	5.584549	2028.135	35.52964	0.998248	0	0.05916942	0		$|
6475954	6055638	object/tangible/container/loot/placable_loot_crate.iff	0	1.483395	2027.25	35.32753	0.9999997	0	-0.0007964146	0		$|
6055639	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	1355.181	87	933.6484	0	0	1	0		$|
6055640	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	1355.563	86.99475	934.6094	-0.4123209	0	0.9110387	0		$|
6055641	0	object/static/structure/tatooine/debris_tatt_crate_1.iff	0	1355.507	87.68964	934.2368	0.1395431	0	0.990216	0		$|
6055642	0	object/static/item/item_container_electronics.iff	0	1353.729	86.93995	933.376	-0.5438348	0	0.8391923	0		$|
6055678	0	object/static/item/item_ryyk_blade.iff	0	1350.289	90.82646	931.9561	0.6153899	0	-0.6153898	-0.3482746		$|
6055679	0	object/static/item/item_ryyk_blade.iff	0	1349.743	90.82646	931.9448	0.6205445	0	0.6205446	0.3390051		$|
6055692	0	object/static/structure/general/skeleton_human_head.iff	0	1350.02	91.1427	931.8594	0	0	0.990216	0.1395431		$|
