objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
367317	0	object/static/structure/general/tato_cave_rock_large.iff	0	-2495.01	21.60161	6376.9	0	0	1	0		$|
367318	0	object/static/structure/general/campfire_ash.iff	0	-2542.618	18.60992	6346.572	0	0	1	0		$|
8215604	0	object/static/structure/dantooine/dant_jedi_wall_1.iff	0	-3883.643	23.28442	6811.595	0.4573384	0	0.8892928	0		$|
8215605	0	object/static/structure/dantooine/dant_jedi_wall_2.iff	0	-3885.776	23.28046	6815.072	-0.3054375	0	0.9522122	0		$|
8215606	0	object/static/structure/dantooine/dant_jedi_temple_pillar_fallen.iff	0	-3877.154	23.29807	6821.273	0.7864251	0	0.6176856	0		$|
8215618	0	object/static/structure/dantooine/dant_fence_8m.iff	0	-3001.775	1.49301	6672.711	0	0	1	0		$|
8215619	0	object/static/structure/dantooine/dant_fence_8m.iff	0	-3002.148	1.416941	6676.996	0	0	1	0		$|
8215620	0	object/static/structure/dantooine/dant_fence_4m.iff	0	-2997.982	1.389696	6674.758	0.7482353	0	-0.6634334	0		$|
8215621	0	object/static/structure/dantooine/dant_fence_4m.iff	0	-3005.979	1.590762	6674.689	-0.7071065	0	0.707107	0		$|
8215623	0	object/static/structure/dantooine/dant_large_rock_hut.iff	0	-2992.239	1.222921	6681.511	0	0	1	0		$|
8215624	0	object/static/structure/general/tato_cave_rock_large.iff	0	-2988.266	0.7728798	6675.883	0.8191916	0	0.57352	0		$|
8215626	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2993.676	1.442983	6692.19	0.3475904	0	0.9376464	0		$|
8215627	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2997.439	1.184749	6688.175	0.9065341	0	0.4221326	0		$|
8215628	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2998.088	1.28132	6681.237	-0.5728675	0	0.819648	0		$|
8215629	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2984.203	1.303435	6676.512	0.01445599	0	0.9636625	-0.004000814		$|
8215632	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2986.592	1.224738	6670.01	0.4574251	0	0.8397295	0.2772795		$|
8215633	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2993.165	1.112972	6674.223	0.7320923	0	-0.588329	-0.3365705		$|
8215635	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2989.628	1.095895	6673.833	0.7151728	0	0.3539442	0.5243468		$|
8215637	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2986.233	0.8549604	6673.893	-0.6051862	0	0.7960839	0		$|
8215638	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2984.753	1.271099	6677.955	0.7770718	0	-0.6294121	0		$|
8215639	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2981.948	1.257078	6675.377	0.04619059	0	0.8772011	-0.1990895		$|
8215640	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2981.972	1.282472	6680.198	0.4154705	0	0.7975392	0.3972727		$|
8215641	0	object/static/structure/general/tato_cave_rock_med.iff	0	-2983.96	1.184112	6674.566	0	0	1	0		$|
8215648	0	object/static/structure/general/tato_cave_rock_large.iff	0	-2984.258	2.151861	6675.316	0.7707389	0	0.6371511	0		$|
8215649	0	object/static/structure/general/tato_cave_rock_large.iff	0	-2991.299	1.138191	6674.558	0.6816384	0	0.7316892	0		$|
8215650	0	object/static/structure/general/tato_cave_rock_large.iff	0	-2990.16	1.209382	6671.763	0.3709205	0	0.9286646	0		$|
8215651	0	object/static/structure/general/tato_cave_rock_large.iff	0	-3001.023	1.526175	6678.887	0.880989	0	-0.2170698	-0.1387602		$|
8215652	0	object/static/structure/general/tato_cave_rock_large.iff	0	-2982.832	1.192248	6683.107	-0.2763556	0	0.9610555	0		$|
8215657	0	object/static/structure/naboo/gungan_damaged_wide_arch_s01.iff	0	-2503.894	14.54189	6381.964	0.8912047	0	-0.2868932	0.3440001		$|
8215658	0	object/static/structure/naboo/gungan_pillar_ruined_s01.iff	0	-2507.782	14.43018	6381.847	0.7595355	0	0.4738162	-0.4245		$|
8215659	0	object/static/structure/naboo/gungan_pillar_damaged_s01.iff	0	-2504.978	11.28204	6385.849	0	0	1	0		$|
8215660	0	object/static/structure/tatooine/guild_ball_free_style_01.iff	0	-2495.225	16.54576	6377.06	0	0	1	0		$|
8215686	0	object/static/structure/dantooine/dant_skull_thune.iff	0	-2139.289	31.04863	6722.86	0.9052973	0	-0.1375961	-0.1739583		$|
8215690	0	object/static/structure/tatooine/skeleton_krayt_tail.iff	0	-2139.318	30.2802	6724.351	0.996941	0	0.02580403	0.02733187		$|
8265387	0	object/building/endor/endor_lake_platform_cap.iff	0	-2542.724	8.146945	6346.625	-0.1494381	0	0.9887711	0		$|
