objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
937366	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	6179.67	89.49665	952.9235	0	0	1	0		$|
937369	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	6242.389	92.10939	900.759	0	0	1	0		$|
937370	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	6226.161	92.14873	953.6351	0	0	1	0		$|
2975401	0	object/static/structure/general/campfire_fresh.iff	0	6205.426	62.08841	921.4164	0	0	1	0		$|
9685470	0	object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	0	6200.386	61.8116	931.9287	0.9995258	0	0.03079155	0		$|
9685471	0	object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	0	6210.389	62.06281	928.6896	0.9505493	0	-0.3105738	0		$|
9685472	0	object/static/structure/tatooine/stone_hovel_tatooine_style_01.iff	0	6215.2	62.05427	921.213	0.8819578	0	-0.4713285	0		$|
9685491	0	object/static/structure/general/flag_corellia_s01.iff	0	6192.773	62.10304	921.31	0	0	1	0		$|
9685505	0	object/static/structure/general/droid_lemedical_powerdown.iff	0	6243.543	92.02019	898.1155	-0.1770541	0	0.731697	0.2623265		$|
