objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
3515361	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	587.66	28.54376	-2166.118	0	0	1	0		$|
3515362	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	589.4869	28.1567	-2151.467	0	0	1	0		$|
3515363	0	object/static/installation/mockup_mining_liquid_moisture_harvester.iff	0	580.8302	26.04671	-2193.772	0	0	1	0		$|
3515411	0	object/static/structure/general/skeleton_human_headandbody.iff	0	1867.046	23.54025	-3000.87	0	0	1	0		$|
3515412	0	object/static/structure/general/skeleton_human_headandbody.iff	0	1856.519	21.79865	-3001.853	-0.2530989	0	-0.1242626	-0.5787193		$|
7805644	0	object/static/structure/tatooine/concrete_slab_tatooine_16x8.iff	0	715.4449	5.316568	-3380.799	0	0	1	0		$|
7805645	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	719.9973	13.25525	-3384.633	0	0	1	0		$|
7805646	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	719.9973	13.21044	-3382.633	0	0	1	0		$|
7805647	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	719.9973	13.20264	-3380.633	0	0	1	0		$|
7805648	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	719.9973	13.23232	-3378.633	0	0	1	0		$|
7805649	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	719.9973	13.22806	-3376.633	0	0	1	0		$|
7805650	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	711.3407	13.28986	-3384.661	0	0	1	0		$|
7805651	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	711.3407	13.26904	-3382.661	0	0	1	0		$|
7805652	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	711.3407	13.22603	-3380.661	0	0	1	0		$|
7805653	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	711.3407	13.24216	-3378.661	0	0	1	0		$|
7805654	0	object/tangible/furniture/all/frn_all_tiki_torch_s1.iff	0	711.3407	13.17081	-3376.661	0	0	1	0		$|
9025495	0	object/static/structure/tatooine/concrete_slab_tatooine_16x8.iff	0	1810	34.07804	-2235	-0.3826834	0	0.9238796	0		$|
