objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
1366070	0	object/static/structure/military/military_wall_weak_imperial_style_01.iff	0	1754.597	35.00034	722.5376	-0.0898786	0	0.9959527	0		$|
1713368	0	object/building/military/outpost_shed_s05.iff	0	1711.008	35	744.0015	0	0	1	0		$|
1713369	1713368	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
1713370	1713368	object/cell/cell.iff	2	0	0	0	0	2.802597E-45	1	0		$|
1713371	1713368	object/cell/cell.iff	3	0	0	0	0	4.203895E-45	1	0		$|
1713372	1713368	object/cell/cell.iff	4	0	0	0	0	5.605194E-45	1	0		$|
1713373	1713368	object/cell/cell.iff	5	0	0	0	0	7.006492E-45	1	0		$|
4638506	1713373	object/tangible/collection/rare_pistol_precise_dl44.iff	0	2.87161	0.5396594	2046.086	0.1028949	0	-0.6961164	-0.1061143		$|
1713374	1713368	object/cell/cell.iff	6	0	0	0	0	8.407791E-45	1	0		$|
7795548	0	object/building/military/outpost_starport.iff	0	1760.421	35	782.5415	1	0	-3.270292E-07	0	structure.municipal.starport	travel.air_time|0|60|travel.cost|0|150|travel.ground_time|0|300|travel.point_name|4|Mining Outpost|travel.shuttle_available|0|1|travel.version|0|3|$|
7795549	7795548	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
2655376	7795549	object/tangible/terminal/terminal_space.iff	0	2040.588	0.146595	2028.785	0	0	1	0		$|
7795564	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1805	34.56473	774	0.707106	0	0.7071075	0		$|
7795566	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	1802.205	34.40447	789.9761	0.5709797	0	0.8209642	0		$|
7795568	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1805	34.72517	766	0	0	1	0		$|
7795569	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1805	34.69648	782	0	0	1	0		$|
7795570	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1798.98	34.4313	798.0498	0.08489766	0	0.9963897	0		$|
7795571	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	1791.898	34.45233	803.1743	0.3075664	0	0.9513164	-0.006152149		$|
7795572	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1784.779	34.98742	807.7681	0	0	1	0		$|
7795573	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	1768.095	35	807.8271	0	0	1	0		$|
7795574	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1751.213	35	807.8345	0	0	1	0		$|
7795575	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1742.662	35	805.3062	-0.1395431	0	0.990216	0		$|
7795576	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1734.084	35	802.7241	0	0	1	0		$|
7795577	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1725.567	35	800.2539	0	0	1	0		$|
7795578	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1717.016	35	797.7256	-0.139543	0	0.990216	0		$|
7795579	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1708.438	35	795.1436	0	0	1	0		$|
7795580	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	1693.55	35	787.4751	-0.2377026	0	0.971338	0		$|
7795581	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1678.818	34.99201	779.5293	-0.5850973	0	0.8109632	0		$|
7795582	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1678.522	35	770.6211	-0.6925368	0	0.7213826	0		$|
7795583	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1678.268	35.13254	761.6621	-0.5850973	0	0.8109632	0		$|
7795584	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1678.495	35.18118	750.7847	-0.6518345	0	0.7583613	0		$|
7795585	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1679.711	35	741.9531	0.7512801	0	-0.6599834	0		$|
7795586	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1680.976	35.13115	733.0811	-0.6518345	0	0.7583613	0		$|
7795587	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	1687.323	35	726.9937	0.3826835	0	0.9238795	0		$|
7795588	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1693.569	35	720.7905	0	0	1	0		$|
7795589	0	object/static/structure/corellia/corl_imprv_wall_4x32_s04.iff	0	1710.341	35	720.7754	0	0	1	0		$|
7795590	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1726.847	35.15901	720.8438	0	0	1	0		$|
7795591	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1735.396	35	720.832	0	0	1	0		$|
7795594	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1773.344	35	727.1289	-0.1345903	0	0.9909014	0		$|
7795595	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1781.776	35.14462	729.4102	-0.1345903	0	0.9909014	0		$|
7795596	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1794.028	34.9524	738.6978	-0.4617791	0	0.886995	0		$|
7795597	0	object/static/structure/corellia/corl_imprv_wall_4x16_s02.iff	0	1798.939	34.8702	745.6987	-0.4617791	0	0.886995	0		$|
7795598	0	object/static/structure/military/military_column_med_imperial_style_01.iff	0	1803.992	34.99773	752.8232	-0.4617792	0	0.8869949	0		$|
7795599	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	1787.743	34.99075	733.896	-0.3145665	0	0.9492354	0		$|
7795615	0	object/building/military/military_outpost_guard_tower_1.iff	0	1730.068	35	800.7949	0.5934976	0	0.8048357	0		$|
7795616	0	object/static/installation/mockup_mining_gas_harvester_style_1.iff	0	1759.854	35	749.1455	0	0	1	0		$|
7795623	0	object/static/structure/general/tankfarm_s01.iff	0	1752.347	35	744.6997	0	0	1	0		$|
7925430	0	object/static/structure/corellia/corl_imprv_wall_4x16_s04.iff	0	1747	32.29441	749	0.7071068	0	0.7071071	0		$|
7925433	0	object/static/structure/corellia/corl_power_bubble_node.iff	0	1754.644	35	749.249	0	0	1	0		$|
7925434	0	object/static/structure/corellia/corl_power_bubble_node.iff	0	1749.644	35	749.249	0	0	1	0		$|
7925435	0	object/static/structure/corellia/corl_power_transformer_s01.iff	0	1754.644	35	753.249	1	0	3.200127E-08	0		$|
7925436	0	object/static/structure/corellia/corl_power_transformer_s01.iff	0	1749.644	35	753.249	1	0	0	0		$|
7925444	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	1746.996	35	721.3003	-0.06495422	0	0.9978883	0		$|
7925445	0	object/static/structure/corellia/corl_imprv_gate_sm_s02.iff	0	1761.999	35	724.0776	-0.1147467	0	0.9933948	0		$|
7925448	0	object/building/corellia/ply_corl_house_m_s01_fp1.iff	0	1700.389	35	772.7754	1	0	-3.200127E-08	0		$|
7925449	7925448	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
1322868	7925449	object/tangible/furniture/modern/bar_piece_curve_s2.iff	0	4.261745	0.624998	5.296927	0.9999999	0	-4.11323E-07	0		$|
1366051	7925449	object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_3.iff	0	9.595052	0.624997	3.474027	0	0	1	0		$|
1366052	7925449	object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_3.iff	0	6.851991	0.624998	1.49188	0	0	1	0		$|
1366053	7925449	object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_3.iff	0	3.601184	0.624999	1.498754	0	0	1	0		$|
1366054	7925449	object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_3.iff	0	0.1009412	0.624999	1.543666	0	0	1	0		$|
1366055	7925449	object/tangible/furniture/tatooine/frn_tatt_table_cantina_table_3.iff	0	2047.527	0.625	5.267413	0	0	1	0		$|
