objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
3465352	0	object/building/yavin/temple_massassi.iff	0	-3038	70	-2960	0.7277256	0	-0.6858683	0	theme_park.dungeon.generic_spawner	spawn_table|4|datatables/spawning/poi_spawner/yavin4/mass_temple_npc.iff|$|
3465353	3465352	object/cell/cell.iff	1	0	0	0	0	1.401298E-45	1	0		$|
3465354	3465352	object/cell/cell.iff	2	0	0	0	0	2.802597E-45	1	0		$|
3465355	3465352	object/cell/cell.iff	3	0	0	0	0	4.203895E-45	1	0		$|
3465356	3465352	object/cell/cell.iff	4	0	0	0	0	5.605194E-45	1	0		$|
3465357	3465352	object/cell/cell.iff	5	0	0	0	0	7.006492E-45	1	0		$|
3465358	3465352	object/cell/cell.iff	6	0	0	0	0	8.407791E-45	1	0		$|
3465359	3465352	object/cell/cell.iff	7	0	0	0	0	9.809089E-45	1	0		$|
3465360	3465352	object/cell/cell.iff	8	0	0	0	0	1.121039E-44	1	0		$|
3465361	3465352	object/cell/cell.iff	9	0	0	0	0	1.261169E-44	1	0		$|
3465362	3465352	object/cell/cell.iff	10	0	0	0	0	1.401298E-44	1	0		$|
8735428	0	object/tangible/camp/camp_tent_s6.iff	0	-3181.109	69.65984	-3136.066	-0.1048072	0	0.9944926	0		$|
8735429	0	object/tangible/camp/camp_tent_s5.iff	0	-3189.21	69.77563	-3128.649	0.836026	0	-0.5486901	0		$|
8735431	0	object/tangible/camp/camp_tent_s5.iff	0	-3191.968	69.61192	-3143.71	0.8624042	0	0.5062205	0		$|
8735432	0	object/tangible/camp/camp_tent_s5.iff	0	-3187.867	69.45272	-3152.024	0.7610953	0	0.64864	0		$|
8735433	0	object/tangible/camp/camp_tent_s5.iff	0	-3179.813	69.53735	-3149.711	0.3145665	0	0.9492354	0		$|
8735434	0	object/static/item/item_tool_sensor_beacon.iff	0	-3195.71	69.80128	-3127.172	0	0	1	0		$|
8735435	0	object/static/item/item_tool_sensor_beacon.iff	0	-3199.027	69.47713	-3143.663	0	0	1	0		$|
8735436	0	object/static/item/item_tool_sensor_beacon.iff	0	-3193.559	69.23084	-3158.032	0	0	1	0		$|
8735437	0	object/static/item/item_tool_sensor_beacon.iff	0	-3177.399	69.41557	-3156.025	0	0	1	0		$|
8735438	0	object/static/item/item_tool_sensor_beacon.iff	0	-3171.344	69.77776	-3145.033	0	0	1	0		$|
8735439	0	object/static/item/item_tool_sensor_beacon.iff	0	-3174.327	69.92618	-3128.079	0	0	1	0		$|
8735441	0	object/static/structure/tatooine/antenna_tatt_style_1.iff	0	-3176.035	69.65755	-3138.851	0	0	1	0		$|
8735442	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	-3188.61	69.76141	-3136.562	0	0	1	0		$|
8735443	0	object/static/structure/general/streetlamp_small_red_style_01.iff	0	-3184.538	69.61587	-3144.96	0	0	1	0		$|
8735444	0	object/tangible/camp/camp_chair_s1.iff	0	-3187.922	69.77129	-3135.435	0.9408059	0	-0.338946	0		$|
8735446	0	object/tangible/camp/camp_chair_s1.iff	0	-3189.675	69.7728	-3135.83	0.8956987	0	0.4446616	0		$|
8735447	0	object/tangible/camp/camp_chair_s1.iff	0	-3188.582	69.74563	-3137.715	0	0	1	0		$|
8735448	0	object/tangible/camp/camp_chair_s1.iff	0	-3185.482	69.63382	-3144.048	0.912764	0	0.4084875	0		$|
8735449	0	object/tangible/camp/camp_chair_s1.iff	0	-3183.519	69.62951	-3144.131	0.8723555	0	-0.4888722	0		$|
8735450	0	object/tangible/camp/camp_chair_s1.iff	0	-3184.545	69.59746	-3145.991	0	0	1	0		$|
8735451	0	object/tangible/camp/camp_chair_s1.iff	0	-3183.509	69.60792	-3145.33	-0.5605087	0	0.8281485	0		$|
8735452	0	object/static/item/item_container_armor.iff	0	-3183.619	69.46172	-3153.819	0.15438	0	0.9880115	0		$|
